6000, 30
-0.6946377,12.680544,0.50395286,5.012288,11.264028,0.95342433,4.903325,10.882658,-0.08172209,-0.61291564,18.496431,3.0237172,-1.1849703,12.108489,7.205164,1.3756552,-2.4925237,-6.510526,-0.61291564,10.56939,5.706926,-0.50395286,13.947236,7.0553403,-8.430995,11.413852,5.134871,0.95342433,1.3756552,1.6480621,0
5.012288,11.264028,0.95342433,4.903325,10.882658,-0.08172209,-0.61291564,18.496431,3.0237172,-1.1849703,12.108489,7.205164,1.3756552,-2.4925237,-6.510526,-0.61291564,10.56939,5.706926,-0.50395286,13.947236,7.0553403,-8.430995,11.413852,5.134871,0.95342433,1.3756552,1.6480621,-8.19945,19.57244,2.7240696,0
4.903325,10.882658,-0.08172209,-0.61291564,18.496431,3.0237172,-1.1849703,12.108489,7.205164,1.3756552,-2.4925237,-6.510526,-0.61291564,10.56939,5.706926,-0.50395286,13.947236,7.0553403,-8.430995,11.413852,5.134871,0.95342433,1.3756552,1.6480621,-8.19945,19.57244,2.7240696,1.4165162,5.7886477,2.982856,0
-0.61291564,18.496431,3.0237172,-1.1849703,12.108489,7.205164,1.3756552,-2.4925237,-6.510526,-0.61291564,10.56939,5.706926,-0.50395286,13.947236,7.0553403,-8.430995,11.413852,5.134871,0.95342433,1.3756552,1.6480621,-8.19945,19.57244,2.7240696,1.4165162,5.7886477,2.982856,-1.879608,-2.982856,-0.29964766,0
-1.1849703,12.108489,7.205164,1.3756552,-2.4925237,-6.510526,-0.61291564,10.56939,5.706926,-0.50395286,13.947236,7.0553403,-8.430995,11.413852,5.134871,0.95342433,1.3756552,1.6480621,-8.19945,19.57244,2.7240696,1.4165162,5.7886477,2.982856,-1.879608,-2.982856,-0.29964766,-6.1291566,6.851035,-8.158588,0
1.3756552,-2.4925237,-6.510526,-0.61291564,10.56939,5.706926,-0.50395286,13.947236,7.0553403,-8.430995,11.413852,5.134871,0.95342433,1.3756552,1.6480621,-8.19945,19.57244,2.7240696,1.4165162,5.7886477,2.982856,-1.879608,-2.982856,-0.29964766,-6.1291566,6.851035,-8.158588,5.829509,18.0061,8.539958,0
-0.61291564,10.56939,5.706926,-0.50395286,13.947236,7.0553403,-8.430995,11.413852,5.134871,0.95342433,1.3756552,1.6480621,-8.19945,19.57244,2.7240696,1.4165162,5.7886477,2.982856,-1.879608,-2.982856,-0.29964766,-6.1291566,6.851035,-8.158588,5.829509,18.0061,8.539958,6.2789803,2.982856,2.9147544,0
-0.50395286,13.947236,7.0553403,-8.430995,11.413852,5.134871,0.95342433,1.3756552,1.6480621,-8.19945,19.57244,2.7240696,1.4165162,5.7886477,2.982856,-1.879608,-2.982856,-0.29964766,-6.1291566,6.851035,-8.158588,5.829509,18.0061,8.539958,6.2789803,2.982856,2.9147544,-1.56634,8.308413,-1.4573772,0
-8.430995,11.413852,5.134871,0.95342433,1.3756552,1.6480621,-8.19945,19.57244,2.7240696,1.4165162,5.7886477,2.982856,-1.879608,-2.982856,-0.29964766,-6.1291566,6.851035,-8.158588,5.829509,18.0061,8.539958,6.2789803,2.982856,2.9147544,-1.56634,8.308413,-1.4573772,3.5276701,13.593107,9.425281,0
0.95342433,1.3756552,1.6480621,-8.19945,19.57244,2.7240696,1.4165162,5.7886477,2.982856,-1.879608,-2.982856,-0.29964766,-6.1291566,6.851035,-8.158588,5.829509,18.0061,8.539958,6.2789803,2.982856,2.9147544,-1.56634,8.308413,-1.4573772,3.5276701,13.593107,9.425281,-2.0294318,-5.706926,-10.18802,0
-8.19945,19.57244,2.7240696,1.4165162,5.7886477,2.982856,-1.879608,-2.982856,-0.29964766,-6.1291566,6.851035,-8.158588,5.829509,18.0061,8.539958,6.2789803,2.982856,2.9147544,-1.56634,8.308413,-1.4573772,3.5276701,13.593107,9.425281,-2.0294318,-5.706926,-10.18802,2.7649305,10.337844,-9.724928,0
